class,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20
9,0.272730947,0.332687765,0.390723407,0.425623596,0.399295628,0.362984061,0.38180387,0.371589899,0.358247399,0.322451502,0.334055841,0.331947476,0.327533066,0.282768339,0.29028517,0.29865852,0.29907921,0.243375644,0.254644752,0.264887989,0.265998721,0.797989786,0.778776109,0.697832525,0.623479009,0.580202699,0.593765676,0.50959152,0.570619643,0.621058166,0.585051954,0.494781673,0.570889533,0.623231947,0.589569509,0.50383091,0.57408154,0.623045921,0.603115857,0.545058906,0.586379111,0.622517943
0,0.182021528,0.208805889,0.2334795,0.226203054,0.194884285,0.258655459,0.257903337,0.256672204,0.257159859,0.217761666,0.18663004,0.184191003,0.20089969,0.177150607,0.152323425,0.158795506,0.180313647,0.144060045,0.125331163,0.13420549,0.14948526,0.753555775,0.723803103,0.641319811,0.566003859,0.506955981,0.520547509,0.417611778,0.345620036,0.281035453,0.529054582,0.473003924,0.547445178,0.580652475,0.54620105,0.517518461,0.587702215,0.608469009,0.569859147,0.554281831,0.607492626,0.634416342
15,0.203022286,0.215250969,0.262865871,0.304300666,0.311998278,0.336414099,0.410746872,0.388255149,0.356425852,0.354829609,0.42257005,0.396995366,0.363973886,0.360262573,0.406320781,0.383552581,0.354945809,0.35882616,0.385602981,0.36278975,0.340871483,0.629035711,0.520130098,0.427415848,0.354660481,0.28779754,0.436299175,0.447817832,0.470023811,0.474894941,0.501613379,0.507939041,0.522343278,0.526764989,0.567967415,0.569865465,0.579124331,0.583044529,0.628439546,0.621831775,0.627598703,0.630638897
16,0.189974546,0.194284976,0.227523804,0.251340717,0.238358557,0.284250885,0.386367679,0.449857831,0.499174893,0.299214363,0.387487948,0.355490535,0.314764559,0.308665335,0.38308841,0.351808637,0.313383669,0.315906674,0.371066123,0.341340423,0.308750033,0.586511374,0.512359381,0.409692168,0.325881749,0.257455647,0.400330454,0.376494288,0.366990179,0.362925649,0.452536702,0.488618374,0.513059497,0.511830389,0.516186535,0.550791264,0.569108307,0.563545763,0.578362346,0.597087502,0.617856622,0.616254687
21,0.223860025,0.279219031,0.338552296,0.390874535,0.432069212,0.311652899,0.372939587,0.400911152,0.412039965,0.301133126,0.349229246,0.394304484,0.433405817,0.279059201,0.315741003,0.356073707,0.392253071,0.251186907,0.272331178,0.295658469,0.320143223,0.690233171,0.688473582,0.6533283,0.631161928,0.599164665,0.520601094,0.496941298,0.534099221,0.576123059,0.493475795,0.416999936,0.379646003,0.350914657,0.485745817,0.402674466,0.351921707,0.313943565,0.493639022,0.414480418,0.357798398,0.315371931
5,0.281713694,0.347067952,0.421915263,0.474874854,0.520330071,0.390890688,0.395956725,0.37606889,0.363130182,0.341442883,0.34584716,0.33387357,0.326792508,0.297251701,0.296802461,0.294047296,0.293243945,0.25621587,0.26059407,0.263496786,0.267021209,0.602590799,0.581634641,0.513829291,0.461558372,0.445864677,0.417161405,0.369228482,0.434519053,0.488908798,0.408847094,0.359653503,0.446861714,0.508350372,0.412437201,0.378717989,0.464456409,0.51939857,0.422952503,0.393137574,0.453436941,0.496802241
15,0.247803569,0.262618929,0.303383231,0.336772382,0.342003316,0.374893814,0.449747235,0.428624958,0.395574927,0.386145324,0.458837658,0.434491813,0.402814656,0.387879163,0.453186393,0.431898743,0.401778042,0.382615477,0.433938295,0.41765523,0.395000339,0.600833774,0.504867494,0.41813761,0.34704119,0.283267081,0.437531799,0.469155252,0.488079309,0.486182749,0.501717567,0.527478755,0.542786956,0.540473938,0.567174792,0.588103056,0.598395348,0.596098423,0.628379047,0.640763342,0.643913925,0.638433635
15,0.302634478,0.317630798,0.361508667,0.406154126,0.421341807,0.451495945,0.513815701,0.495595157,0.46721977,0.467849106,0.525692642,0.502588034,0.470801204,0.471640736,0.523724914,0.501731515,0.470158458,0.467565864,0.504252732,0.483338505,0.458550185,0.596831739,0.484320045,0.390284628,0.316607177,0.247676507,0.405561268,0.444582283,0.472043604,0.472704887,0.475412011,0.506307006,0.528404713,0.530903816,0.546602726,0.572510839,0.58875072,0.590604186,0.613824546,0.628257155,0.635315657,0.632698357
5,0.293584496,0.368400365,0.435306937,0.47710669,0.5236305,0.40250808,0.412073433,0.394277275,0.381375104,0.351858735,0.362972796,0.351051599,0.342993468,0.304020703,0.310598493,0.309592068,0.310213894,0.260500193,0.26913625,0.274751186,0.281406164,0.766162336,0.736939728,0.640824735,0.56903398,0.542516649,0.519508421,0.526958704,0.60259974,0.650219738,0.504072249,0.524987698,0.611908197,0.671757638,0.50875026,0.54938364,0.636038661,0.691551328,0.525648713,0.557850003,0.623401761,0.66325295
11,0.215601593,0.237024218,0.295254916,0.349533975,0.387441128,0.315178186,0.392617702,0.439090312,0.474813938,0.320733547,0.408182085,0.459072232,0.496138304,0.32326445,0.40445599,0.399983913,0.382583201,0.322252929,0.378750861,0.375793576,0.363997936,0.568388224,0.49688375,0.472094744,0.49122867,0.51252389,0.434907347,0.43229267,0.427859724,0.42385906,0.479673296,0.488910407,0.496579736,0.500693083,0.528465033,0.547378063,0.551526129,0.551137328,0.574151218,0.576773643,0.571596205,0.565194964
19,0.281803608,0.346564442,0.401396394,0.431348503,0.465147942,0.357139558,0.358988702,0.346189708,0.341595829,0.315395772,0.317546695,0.313863784,0.314375788,0.279408574,0.274786353,0.280924082,0.286483705,0.245418563,0.240790188,0.23796916,0.237203836,0.690458357,0.666009068,0.576721311,0.506800473,0.478706568,0.492592186,0.465467334,0.534179449,0.583916783,0.486295134,0.472273797,0.556712985,0.61329639,0.484642506,0.473832995,0.550549686,0.602529645,0.486362249,0.40803504,0.357706487,0.309702128
17,0.150700033,0.157468885,0.203010052,0.233498514,0.240108237,0.256134391,0.360123038,0.42952621,0.482521296,0.258315921,0.38556993,0.456841111,0.509000182,0.253383845,0.34267801,0.312995702,0.27829504,0.245223582,0.316587806,0.295086205,0.264428258,0.635107756,0.546036184,0.464819014,0.392591774,0.313621223,0.485339314,0.467324138,0.462110907,0.462411702,0.555053711,0.564615369,0.570194006,0.573513746,0.634117484,0.665743589,0.668119311,0.663430631,0.705939651,0.716364801,0.714928865,0.709056318
8,0.337656915,0.410788,0.471715033,0.494674444,0.459120423,0.444848359,0.461647391,0.442681581,0.427243739,0.408259779,0.422555506,0.406460762,0.397512853,0.370385826,0.382790267,0.375127316,0.368636221,0.33137396,0.338773489,0.345452905,0.354079008,0.636112571,0.624042273,0.556959271,0.480456382,0.449150831,0.459085494,0.401896715,0.46334064,0.506626666,0.444905311,0.394761741,0.475972056,0.528074086,0.438544661,0.395480126,0.475404799,0.529616177,0.432782471,0.352587044,0.302215815,0.252437115
6,0.279982179,0.331300288,0.384054631,0.425881088,0.467976063,0.350709617,0.356802464,0.356697202,0.354341,0.306922257,0.31297645,0.308974892,0.304727495,0.266564906,0.271133482,0.275347292,0.278415471,0.228842631,0.23614648,0.243951321,0.251194984,0.821101248,0.806383729,0.724266946,0.664337277,0.645641327,0.646105766,0.549942672,0.488452494,0.438298821,0.641934752,0.631622314,0.708948016,0.757919133,0.652070105,0.654189408,0.733169556,0.781247497,0.66953373,0.672637165,0.733191967,0.768413961
11,0.181561619,0.206197023,0.265654683,0.322852075,0.363903105,0.291368663,0.380216271,0.436443985,0.477389604,0.294557661,0.401089817,0.463716447,0.505570769,0.293812156,0.381655395,0.392180204,0.387325168,0.287350357,0.352805793,0.358183473,0.351878077,0.476712078,0.407438993,0.378011346,0.38498041,0.40014866,0.356286168,0.345520198,0.338219464,0.332214087,0.402986348,0.412217021,0.422379792,0.42937848,0.458108157,0.480985165,0.49679634,0.506491303,0.512717128,0.523340344,0.526901543,0.530045092
15,0.207312241,0.221392572,0.271564573,0.308217049,0.310869902,0.343789279,0.42251116,0.403322369,0.371358901,0.359259188,0.435346842,0.411192775,0.376525193,0.364644229,0.429394811,0.404967248,0.371106148,0.361495972,0.408937633,0.38727805,0.359601587,0.59706521,0.494290471,0.394969106,0.315963268,0.24660027,0.393013597,0.425260842,0.45310083,0.452279896,0.457721084,0.481020957,0.503164232,0.5005427,0.52797091,0.544415295,0.560174823,0.5573349,0.595016003,0.599001348,0.607618749,0.603769839
9,0.228628665,0.295892209,0.351575166,0.377159715,0.342894673,0.328178525,0.341727734,0.326325923,0.313617885,0.290950328,0.298986852,0.289826751,0.285313189,0.254799187,0.258667797,0.258819759,0.257762313,0.217243746,0.225220263,0.230093986,0.230940849,0.603993595,0.574525595,0.513575077,0.437403738,0.410178691,0.423169434,0.354008496,0.402567476,0.446846157,0.410197765,0.336115479,0.400956005,0.449869484,0.410778552,0.338799864,0.398545265,0.446011066,0.421464592,0.367738485,0.403861642,0.44095093
15,0.277365446,0.291147619,0.335095286,0.374435931,0.389088541,0.413280576,0.475690812,0.4519822,0.419782788,0.423732936,0.483078837,0.456564158,0.424191386,0.422450542,0.476115912,0.45198974,0.422187507,0.412598699,0.457583308,0.435847372,0.410632074,0.733160257,0.638315737,0.55521673,0.489263415,0.427754641,0.594027579,0.599645019,0.618976712,0.624211788,0.658941507,0.663299739,0.676567733,0.678187132,0.722007275,0.723995924,0.730994821,0.731914461,0.781049609,0.776794553,0.777182996,0.776517451
14,0.183838561,0.174560532,0.208428025,0.246769845,0.252855092,0.266801149,0.351384938,0.404137552,0.444956124,0.286672056,0.385457754,0.446389198,0.491460204,0.298908085,0.391731352,0.449624956,0.493964314,0.302957356,0.377415895,0.41927889,0.45276773,0.606677413,0.518821359,0.444777846,0.387473106,0.32906872,0.449017048,0.401797652,0.376126289,0.358947337,0.504897594,0.472018361,0.454877585,0.445302635,0.563577652,0.549384117,0.537479997,0.529957473,0.616881847,0.631312132,0.643206716,0.652038217
7,0.259092748,0.32757318,0.391023934,0.435553759,0.481436789,0.353397131,0.374890268,0.385769933,0.3946684,0.305939704,0.304736853,0.304593384,0.305065811,0.25929606,0.253626674,0.259801447,0.267460942,0.216248587,0.213518932,0.225713521,0.239777669,0.83132863,0.809794188,0.727352262,0.666581273,0.640314519,0.628371894,0.522146046,0.454718828,0.394932151,0.618249536,0.509331584,0.430656493,0.360355645,0.633380234,0.620242774,0.699034691,0.753234088,0.66222614,0.655323505,0.713041842,0.754290581
6,0.273570746,0.331777304,0.388217121,0.439351767,0.479758263,0.367895246,0.375580549,0.373864651,0.372284204,0.327373773,0.325551033,0.316892356,0.312974334,0.289711297,0.28495872,0.282971442,0.282173991,0.253294528,0.255145371,0.2563788,0.259432256,0.697904289,0.677887499,0.605920553,0.563092053,0.562785983,0.518249929,0.421513379,0.363073558,0.314117491,0.518829763,0.476325572,0.549015403,0.604378283,0.528398573,0.509137571,0.582459569,0.631920874,0.541688144,0.521714389,0.577224135,0.616654098
24,0.24563612,0.266949832,0.32017982,0.3769072,0.408351272,0.412873805,0.480837375,0.448049575,0.414333612,0.424962223,0.488034785,0.457300425,0.423968196,0.42193985,0.482525885,0.45657447,0.424986094,0.41214022,0.467553943,0.446240962,0.420201689,0.622743249,0.496420681,0.396941811,0.321984053,0.259481728,0.447872609,0.45073083,0.455442727,0.458068043,0.529146194,0.520617127,0.517377079,0.523659229,0.601527393,0.588674068,0.582981169,0.589338005,0.664378047,0.646819234,0.637640774,0.642522871
1,0.432589293,0.479197443,0.50914979,0.499650091,0.473508745,0.531383991,0.555008709,0.568754554,0.578726232,0.485741824,0.494980901,0.502070844,0.510256112,0.44133693,0.435786843,0.444064617,0.452808142,0.400494993,0.408639729,0.425349832,0.437480867,0.681748986,0.67582655,0.613468409,0.553027868,0.496248245,0.475824863,0.372174323,0.301576376,0.243372366,0.458256513,0.345196426,0.272438347,0.214171827,0.473472208,0.395399392,0.457036078,0.509988248,0.513520241,0.481692612,0.532585502,0.576316237
8,0.286764026,0.363298386,0.418058604,0.42574656,0.375154465,0.381743938,0.386440426,0.376125127,0.369370162,0.338706493,0.339603931,0.338205606,0.337530375,0.296973526,0.296544224,0.306935012,0.311595768,0.255428404,0.245579347,0.239932999,0.235800296,0.680740595,0.651875198,0.559786141,0.469017744,0.459427088,0.454119474,0.389678478,0.460945547,0.510532796,0.450657248,0.397388905,0.491347998,0.550133467,0.453843385,0.410056114,0.498257041,0.558502913,0.457389921,0.371882886,0.316875577,0.260131598
19,0.301330507,0.365566224,0.415578425,0.440446347,0.474682748,0.386580348,0.383526653,0.366307884,0.358849674,0.346475184,0.347592592,0.336902589,0.332166672,0.310913205,0.307996482,0.308400571,0.308624893,0.277980924,0.272221357,0.268592298,0.267473668,0.757243156,0.740102768,0.6596632,0.591106594,0.567529857,0.565082729,0.555951595,0.621865034,0.663423181,0.557416201,0.568743467,0.648673534,0.691129684,0.560479999,0.566731334,0.644557297,0.690592945,0.567326784,0.494129002,0.454181015,0.412805378
3,0.271240711,0.32712236,0.36212495,0.351706445,0.313859344,0.363664895,0.384357989,0.394969225,0.401583791,0.320479095,0.3357189,0.345007807,0.352302164,0.278281659,0.28533268,0.294656008,0.303355008,0.233619794,0.237118721,0.242478013,0.24894613,0.80276072,0.781617045,0.703613341,0.625686705,0.58757478,0.581318259,0.483846486,0.419299185,0.364408016,0.564374924,0.454382539,0.379596889,0.318899214,0.572124124,0.467416674,0.398902535,0.341950059,0.598530531,0.517292976,0.463153958,0.412573159
14,0.173567802,0.177424699,0.216542095,0.26118201,0.279873639,0.285656601,0.368516564,0.420922756,0.461170077,0.299698532,0.400845408,0.463221937,0.511221051,0.303943038,0.400184125,0.457946718,0.503303647,0.300365448,0.378407776,0.42215842,0.459961981,0.536554813,0.44908154,0.383124352,0.338706434,0.288185418,0.389991939,0.35565564,0.336625516,0.321297705,0.443176955,0.425189286,0.414388597,0.405983657,0.502719462,0.48669526,0.473623812,0.463779747,0.565122366,0.58239454,0.59444803,0.602171302
4,0.278679818,0.34633711,0.391124517,0.419787973,0.454695135,0.359076291,0.379047573,0.390901923,0.399562001,0.313418627,0.321783274,0.330166459,0.337254375,0.270544171,0.273340523,0.282939464,0.292228132,0.227627128,0.225068286,0.224899352,0.226943597,0.756145656,0.727913499,0.637518406,0.554613054,0.50557971,0.505525231,0.404420465,0.340038806,0.283008784,0.488753438,0.376030803,0.30337891,0.243554592,0.497605026,0.393810779,0.328426033,0.272153914,0.526118577,0.443516791,0.387403548,0.334048301
8,0.291138589,0.351536632,0.40576008,0.4286578,0.416049957,0.399953872,0.412538409,0.399828166,0.39125517,0.35967207,0.368479818,0.355914176,0.352038294,0.32005927,0.328922182,0.321221381,0.315623641,0.2800605,0.285930663,0.289076388,0.294156164,0.785030127,0.763169169,0.699153066,0.63182652,0.579525411,0.595167279,0.529834509,0.589122891,0.626275659,0.58360064,0.543083608,0.626008332,0.654551804,0.581644833,0.552453339,0.635568738,0.672430515,0.579013705,0.495324999,0.449889898,0.396695197
11,0.1744259,0.197620347,0.264811873,0.329380631,0.378161371,0.285981476,0.382877469,0.442403674,0.487092853,0.286084712,0.400355905,0.466465116,0.512070179,0.282130033,0.379543245,0.3865861,0.376710206,0.272379011,0.34575817,0.352314204,0.345216185,0.449631542,0.371757001,0.340716302,0.354036242,0.37250039,0.326474667,0.319763452,0.31218031,0.305091709,0.384236962,0.398827165,0.409104466,0.414785385,0.449240148,0.480817646,0.479930997,0.475649476,0.510062099,0.519895554,0.510777116,0.504868567
3,0.301108479,0.360916018,0.405897677,0.397791177,0.356509745,0.390328765,0.409193009,0.420302451,0.428880036,0.34478575,0.355570853,0.363775551,0.370799541,0.300891727,0.302760333,0.310697913,0.317864478,0.253291965,0.253361404,0.256872892,0.261313766,0.806397319,0.782337308,0.701714873,0.615761399,0.56803894,0.551662862,0.445666164,0.375140548,0.311736763,0.534368813,0.415678948,0.333884954,0.265381068,0.545866489,0.433444858,0.359826088,0.296399474,0.577649772,0.487651974,0.427541584,0.37104407
3,0.239511371,0.293696225,0.32514447,0.317113221,0.275816202,0.319941074,0.336642325,0.343773782,0.347669333,0.278335571,0.287575066,0.292823911,0.294652581,0.237586647,0.237644523,0.244090885,0.248107553,0.193821147,0.191363692,0.193860292,0.196918175,0.744601369,0.707907081,0.611540735,0.524073899,0.486024618,0.506428719,0.408185303,0.344997644,0.288115472,0.490253508,0.382842779,0.311679602,0.251578897,0.49917528,0.39930746,0.333314002,0.27739802,0.525527477,0.447359085,0.393398315,0.344919473
10,0.212598264,0.229737282,0.287805885,0.345606625,0.380410969,0.319462419,0.403271526,0.45706135,0.498642355,0.324544191,0.407797784,0.382159829,0.353936076,0.32605052,0.398633271,0.371165901,0.344054669,0.324291676,0.380856693,0.358587027,0.334022015,0.493471622,0.422240078,0.381020218,0.384183198,0.399481565,0.343568504,0.341125429,0.341467679,0.340481848,0.386857212,0.43676874,0.457748175,0.449021667,0.441145062,0.487289459,0.500067472,0.490577936,0.495194346,0.526940346,0.536316037,0.526577592
3,0.368304849,0.438482642,0.498124152,0.520425081,0.489724487,0.471803457,0.497648269,0.511986256,0.523650348,0.428347558,0.448627174,0.463988066,0.477278471,0.384525329,0.394826323,0.408804148,0.421253562,0.33660543,0.342749417,0.351757169,0.361602157,0.793244123,0.775418282,0.704874635,0.620604157,0.57800287,0.54169184,0.438962698,0.373961031,0.315964282,0.521018445,0.404522032,0.328735292,0.263261348,0.526697099,0.416831017,0.344825566,0.283507586,0.551750779,0.461777508,0.401909858,0.346929729
10,0.177888781,0.194705591,0.244491026,0.301447213,0.336106539,0.276892811,0.356256455,0.407515377,0.447571695,0.283430815,0.360124528,0.334362268,0.305799365,0.286112428,0.350671798,0.322482884,0.294490874,0.286135674,0.335529268,0.312448114,0.288779438,0.405053586,0.340728015,0.299335688,0.304934859,0.325677574,0.274426907,0.271983624,0.272943467,0.272957951,0.322034299,0.357735634,0.380966485,0.378850132,0.376262903,0.409017444,0.422290087,0.417969406,0.427931309,0.45065099,0.458820879,0.452640951
19,0.268108815,0.33713007,0.394828081,0.423669338,0.46248138,0.357617289,0.349438369,0.33408168,0.327666283,0.313830584,0.302201033,0.294528425,0.291234553,0.273828804,0.25872615,0.258778811,0.260891616,0.236216843,0.230825484,0.22296235,0.217027381,0.716280699,0.696241617,0.609152675,0.534555972,0.503027201,0.493045509,0.502300978,0.570393026,0.617893934,0.479529619,0.519954443,0.607454479,0.661403239,0.486643344,0.519146502,0.604517877,0.660524845,0.502364337,0.433204055,0.388728678,0.347582221
23,0.400999963,0.348705113,0.312564313,0.298864245,0.300036252,0.369045049,0.366583347,0.366567999,0.368757188,0.40884313,0.416930258,0.423545092,0.431058347,0.445766449,0.454169333,0.46013394,0.465188414,0.478653312,0.488926083,0.492721438,0.495831698,0.730974495,0.670579076,0.603617549,0.534378827,0.475477695,0.529411435,0.414299786,0.35191071,0.304554224,0.533274829,0.409038633,0.337746024,0.288031697,0.551881433,0.436908603,0.368762195,0.319162726,0.58094579,0.490542561,0.438249081,0.394022435
14,0.176905409,0.184176564,0.229699686,0.276818305,0.29958874,0.28009817,0.367627025,0.421346188,0.461906672,0.294026494,0.396116912,0.459665447,0.507667899,0.299796015,0.398147821,0.456681997,0.501605451,0.298080564,0.376686007,0.422122359,0.460661322,0.54088819,0.454977155,0.387252092,0.340789199,0.292212486,0.386081159,0.351637602,0.332280755,0.316908419,0.435180932,0.407285333,0.389799744,0.376997352,0.49269715,0.472928345,0.458048165,0.445551932,0.553097129,0.568575799,0.579898655,0.586581826
15,0.285826087,0.306969792,0.351359069,0.394827724,0.410496145,0.426573515,0.489884675,0.474853039,0.448723674,0.438627213,0.503017545,0.488144636,0.46213764,0.440070093,0.502656102,0.495313376,0.472884357,0.434716672,0.482515842,0.47979793,0.467849225,0.691799343,0.582821906,0.494717658,0.420343339,0.351298243,0.53063333,0.540315866,0.554551125,0.557887673,0.602862656,0.600981832,0.609584093,0.614629626,0.669793487,0.664221823,0.669026613,0.670975387,0.728736699,0.71794939,0.718820632,0.718674421
20,0.221663609,0.286652982,0.345257431,0.387951285,0.430755854,0.329083532,0.37137273,0.414240181,0.432289511,0.313725531,0.369210303,0.420994073,0.432433128,0.296219915,0.360105097,0.405666888,0.410605788,0.279105932,0.341153711,0.384061813,0.396064669,0.599819481,0.610199749,0.57730341,0.562026262,0.540878117,0.434783816,0.357904583,0.377013385,0.421074688,0.421668679,0.329310715,0.360146523,0.414585561,0.418726653,0.342928469,0.386627823,0.437328339,0.430332899,0.3690148,0.398235559,0.442247421
